english,hsk_level,chinese,pinyin
Altering the meaning of a term from positive to negative.,2,表否定的将一个词的意义由肯定变为否定的,biǎo fǒu dìng de jiàng yī gè cí de yì yì yóu kěn dìng biàn wèi fǒu dìng de
"The policy was agreed by the committee, but only in a modified form.",2,那项政策经修改后才获得委员会同意。,nà xiàng zhèng cè jīng xiū gǎi hòu cái huò dé wěi yuán huì tóng yì。
It is taken for granted that everyone is equal before the law.,2,法律面前人人平等是被认为理所当然的。,fǎ lu:4 miàn qián rén rén píng děng shì bèi rèn wéi lǐ suǒ dāng rán de。
The tramp carried his belongings in a pack on his back.,2,那个流浪者把所有的东西捆成一包背在背上.,nèi gè liú làng zhě bǎ suǒ yǒu de dōng xi kǔn chéng yī bāo bèi zài bèi shàng.
Her endless patience made her the best nurse in the hospital.,2,无限的耐心使她成为这个医院最好的护士。,wú xiàn de nài xīn shǐ tā chéng wéi zhè gè yī yuàn zuì hǎo de hù shi。
Her endless patience made her the best nurse in the hospital.,2,无限的耐心使她成为这个医院最好的护士。,wú xiàn de nài xīn shǐ tā chéng wéi zhè gè yī yuàn zuì hǎo de hù shi。
Cultural exchanges are a way of building bridges between nations.,2,文化交流是国与国之间建立联系的桥梁.,wén huà jiāo liú shì guó yù guó zhī jiān jiàn lì lián xì de qiáo liáng.
Her endless patience made her the best nurse in the hospital.,2,无限的耐心使她成为这个医院最好的护士。,wú xiàn de nài xīn shǐ tā chéng wéi zhè gè yī yuàn zuì hǎo de hù shi。
"Difficult though the task was, they managed to accomplish it in time.",2,虽然任务艰巨，他们还是设法及时完成。,suī rán rèn wu jiān jù， tā men hái shì shè fǎ jí shí wán chéng。
We will deal with events in historical sequence.,2,我们将按照历史上的先后顺序研究这些事件。,wǒ men jiàng àn zhào lì shǐ shàng de xiān hòu shùn xù yán jiū zhè xie shì jiàn。
We will deal with events in historical sequence.,2,我们将按照历史上的先后顺序研究这些事件。,wǒ men jiàng àn zhào lì shǐ shàng de xiān hòu shùn xù yán jiū zhè xie shì jiàn。
The invention of printing caused important changes in society.,2,印刷术的发明在社会上引起了重大的变化.,yìn shuà zhú de fā míng zài shè huì shàng yǐn qǐ le zhòng dà de biàn huà.
"Judge by recent form, he shall easily pass the exam.",2,从他最近的表现来看，他应该很容易考及格。,zòng tā zuì jìn de biǎo xiàn lái kàn， tā yīng gāi hěn róng yì kǎo jí gé。
She found it difficult to establish a new routine after retirement.,2,她发觉退休后很难建立起新的生活规律。,tā fā jué tuì xiū hòu hěn nàn jiàn lì qǐ xīn de shēng huó guī lu:4。
The model is an odd-looking structure of balls and rods.,2,"这个模型是由球和杆组成的结构, 样子很奇特.","zhè gè mó xíng shì yóu qiú huò gǎn zǔ chéng de jié gòu,  yàng zi hěn qí tè."
Some teachers find it difficult to keep order in their classes/to keep their classes in order.,2,有些教师觉得课堂秩序很难维持.,yǒu xiē jiào shī jué de kè táng zhì xù hěn nàn wéi chí.
She pretends that she likes them so that she can get their help.,2,她假装很喜欢他们，借以获得他们的帮助。,tā jiǎ zhuāng hěn xǐ huan tā men， jiè yǐ huò dé tā men de bāng zhù。
The period of adolescence is very important in forming one's character.,2,青春期对人的性格形成是非常重要的。,qīng chūn qī duì rén de xìng gé xíng chéng shì fēi cháng zhòng yào de。
The two countries were on the point of war due to the diplomatic disputes.,2,这两个国家因为外交争端即将开战。,zhè liǎng gè guó jiā yīn wèi wài jiāo zhēng duān jí jiāng kāi zhàn。
The boy made up his mind to become an excellent architect.,2,这个男孩下定决心成为一个优秀的建筑师。,zhè gè nán hái xià dìng jué xīn chéng wéi yī gè yōu xiù de jiàn zhú shī。
"Before you leave the office, everything should be put in place.",2,"在离开办公室之前, 应把所有物品摆放好。","zài lí kāi bàn gōng shì zhī qián,  yìng bǎ suǒ yǒu wù pǐn bǎi fàng hào。"
I had a kind of/sort of holiday in the summer but I couldn't really relax.,2,"我算是放了暑假了, 但却未能真正休息.","wǒ suàn shì fàng le shǔ jià le,  dàn què wèi néng zhēn zhèng xiū xi."
He likes to read deeply in any subject that he chooses to study.,2,他喜欢深入研读他所选定的任何一门学科。,tā xǐ huan shēn rù yán dú tā suǒ xuǎn dìng de rèn hé yī mén xué kē。
The element of risk gave (an) added zest to the adventure.,2,这种冒险成分更给探险活动平添几分乐趣.,zhè zhǒng mào xiǎn chéng fèn gèng jǐ tàn xiǎn huó dòng píng tiān jǐ fèn lè qù.
He kept on barging about until I told him to stop.,2,他总是到处乱闯，直到我叫他停才停了下来。,tā zǒng shì dào chù luàn chuǎng， zhí dào wǒ jiào tā tíng cái tíng le xia lai。
These vegetables have been boiling too long; they're cooked to a pulp.,2,这些蔬菜煮的时间太长了，都煮成糊了。,zhè xie shū cài zhǔ de shí jiān tài cháng le， dōu zhǔ chéng hù le。
I wanted to take him fishing but I was too timid to ask him.,2,我曾想带他去钓鱼，但我不好意思对他开口。,wǒ zēng xiǎng dài tā qù diào yú， dàn wǒ bù hǎo yì si duì tā kāi kǒu。
If I could intrude a note of seriousness into this frivolous conversation...,2,"我真想说一句, 叫他们谈话放严肃些....","wǒ zhēn xiǎng shuō yī jù,  jiào tā men tán huà fàng yán sù xiē...."
"A preliminary draft or plan, as of a project or proposal.",2,草案初步的草案或计划，如工程或建议的草案,cǎo àn chū bù de cǎo àn huò jì huà， rú gōng chéng huò jiàn yì de cǎo àn
"According to some philosopher, everything in existence is reasonable.",2,"某位哲学家认为, 存在的事物都是合理的。","mǒu wèi zhé xué jiā rèn wéi,  cún zài de shì wù dōu shì hé lǐ de。"
"His original idea was good, but his execution of the scheme was disastrous.",2,"他的设想很好, 但实行起来却糟糕透顶.","tā de shè xiǎng hěn hǎo,  dàn shí xíng qǐ lai què zāo gāo tòu dǐng."
You can't wear that to the reception it's not dressy enough.,2,你不能穿那种衣服出席招待会--不太庄重.,nǐ bù néng chuān nà zhòng yī fu chū xí zhāo dài huì-- bù tài zhuāng zhòng.
The yen hit a record high in trading today.,2,"在今日的交易中, 日元已升值到历史的最高水平.","zài jīn rì de jiāo yì zhòng,  rì yuán yǐ shēng zhí dào lì shǐ de zuì gāo shuǐ píng."
"After months of work, the new book is gradually taking shape.",2,"经过多月的努力, 这本新书渐渐像个样子了.","jīng guò duō yuè de nǔ lì,  zhè běn xīn shū jiàn jiàn xiàng gè yàng zi le."
As her private secretary he has access to all her correspondence.,2,"他是她的私人秘书, 能接触到她所有的信件.","tā shì tā de sī rén mì shū,  néng jiē chù dào tā suǒ yǒu de xìn jiàn."
Agriculture in this country has developed greatly after liberation.,2,解放后这个国家的农业得到了巨大的发展。,jiě fàng hòu zhè gè guó jiā de nóng yè dé dào le jù dà de fā zhǎn。
Careful study of the market is a prerequisite for success.,2,仔细研究市场情况是取得成功的先决条件.,zǐ xì yán jiū shì chǎng qíng kuàng shì qǔ dé chéng gōng de xiān jué tiáo jiàn.
Both teams displayed first-rate technique and a fine spirit.,2,两个队都表现了高超的技艺和优良的作风。,liǎng gè duì dōu biǎo xiàn le gāo chāo de jì yì huò yōu liáng de zuò fēng。
After the play they called for the author to show himself.,2,"演完戏之后, 他们要求作者出来和大家见面。","yǎn wán xì zhī hòu,  tā men yāo qiú zuó zhě chū lai huò dà jiā jiàn miàn。"
"Among all the merchandise, I was interested in the cotton piece in particular.",2,"在所有商品中, 我对棉布特别感兴趣。","zài suǒ yǒu shāng pǐn zhòng,  wǒ duì mián bù tè bié gǎn xìng qu。"
"I'm afraid I haven't got a very good sense of directions, so I easily get lost.",2,恐怕我的方位感很差，因此我容易迷路。,kǒng pà wǒ de fāng wèi gǎn hěn cī， yīn cǐ wǒ róng yì mí lù。
"He had been quite anxious, but I managed to settle his mind.",2,"他原来很著急, 我总算把他的情绪稳定下来了.","tā yuán lái hěn著 jí,  wǒ zǒng suàn bǎ tā de qíng xù wěn dìng xia lai le."
The price includes all fixtures and fittings.,2,这个价钱把全部固定装置和设备都打在里面了。,zhè gè jià qian bǎ quán bù gù dìng zhuāng zhì huò shè bèi dōu dǎ zài lǐ miàn le。
He promised to hurry on with the report and send it to us today.,2,他答应赶紧写好报告，今天就给我们送来。,tā dā ying gǎn jǐn xiě hào bào gào， jīn tiān jiù jǐ wǒ men sòng lái。
"Your allegations are completely untrue, and I demand an immediate apology.",2,你的说法完全不真实，我要求立即道歉。,nǐ de shuō fa wán quán bù zhēn shí， wǒ yāo qiú lì jí dào qiàn。
Their assumptions of an air of confidence fooled nobody.,2,他们装出信心十足的样子却欺骗不了任何人。,tā men zhuāng chū xìn xīn shí zú de yàng zi què qī piàn bù liǎo rèn hé rén。
My boss asked me to write a profile for the new tennis champion.,2,我上司让我给这位新网球冠军写篇小传。,wǒ shàng si ràng wǒ jǐ zhè wèi xīn wǎng qiú guàn jūn xiě piān xiǎo zhuàn。
The element of risk gave (an) added zest to the adventure.,2,这种冒险成分更给探险活动平添几分乐趣.,zhè zhǒng mào xiǎn chéng fèn gèng jǐ tàn xiǎn huó dòng píng tiān jǐ fèn lè qù.
"He should have offered to pay he has plenty of money, after all.",2,"他应该主动提出付款--他有的是钱, 别忘了.","tā yīng gāi zhǔ dòng tí chū fù kuǎn-- tā yǒu de shì qián,  biè wàng le."
A messenger was despatched to take the news to the soldiers at the front.,2,一名通讯员被派去给前线士兵送消息。,yī míng tōng xùn yuán bèi pài qù jǐ qián xiàn shì bīng sòng xiāo xi。
I found it hard to keep my concentration with such a noise going on.,2,吵闹声不绝于耳，我很难保持精神集中。,chǎo nào shēng bù jué yú ěr， wǒ hěn nán bǎo chí jīng shén jí zhōng。
You'll never see life if you stay at home forever.,2,如果你一直呆在家里，就永远不会有生活经验。,rú guǒ nǐ yī zhí dāi zài jiā lǐ， jiù yǒng yuǎn bù huì yǒu shēng huó jīng yàn。
The committee decided to make a withdrawal of financial support for his scheme.,2,委员会决定取消对他那项计划的资助。,wěi yuán huì jué dìng qǔ xiāo duì tā nà xiàng jì huà de zī zhù。
It is a great relief to see him still as strong as he was.,2,看到他仍然像以前一样健康，真叫人安心。,kàn dào tā réng rán xiàng yǐ qián yí yàng jiàn kāng， zhēn jiào rén ān xīn。
The young painter has exhibited (his work) in several galleries.,2,那年轻画家的作品已在几家美术馆中展出.,nà nián qīng huà jiā de zuò pǐn yǐ zài jǐ jiā měi shù guǎn zhòng zhǎn chū.
That teacher is looking his all students walk into the reading room.,2,那位老师看着他所有的学生走进阅览室。,nà wèi lǎo shī kàn zhuó tā suǒ yǒu de xué sheng zǒu jìn yuè lǎn shì。
His discoveries have put a new face on our scientific knowledge.,2,他的发现使我们的科学知识的面貌为之一新。,tā de fā xiàn shǐ wǒ men de kē xué zhī shi de miàn mào wèi zhī yī xīn。
This research merely duplicates work already done elsewhere.,2,这项研究仅仅是重复别人已经做过的工作。,zhè xiàng yán jiū jǐn jǐn shì chóng fù bié rén yǐ jīng zuò guò de gōng zuò。
We left for the station so early as to catch the first train.,2,我们很早就动身去车站以便赶上头班火车。,wǒ men hěn zǎo jiù dòng shēn qù chē zhàn yǐ biàn gǎn shàng tou bān huǒ chē。
"Despite wanting to see him again, she refused to reply to his letters.",2,"她尽管很想再见到他, 但却不愿给他回信.","tā jǐn guǎn hěn xiǎng zài jiàn dào tā,  dàn què bù yuàn jǐ tā huí xìn."
Let me see all the official documents concerning the sale of this land.,2,让我看看买卖这块土地的所有官方文件。,ràng wǒ kàn kan mǎi mài zhè kuài tǔ dì de suǒ yǒu guān fāng wén jiàn。
